fsm,wis,ois,wisp,oisp,7676,134524,226452,334353,449872,543342,636439,74765,93925383,103539682,median
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 2 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.852 --n1x1 0 --c1x1 2 --p1x1 0.969 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.053 --n2x1 2 --c2x1 2 --p2x1 0.992 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.632 --n3x1 0 --c3x1 4 --p3x1 8 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.386 --n3x3 0 --c3x3 4 --p3x3 5 --w3x3 1.02 ,53.437,1.6457199999999999e+38,51.887,1.5979999999999999e+38,50.0,50.0,49.0,52.0,44.0,46.0,41.0,61.0,48.0,49.0,49.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 2 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.103 --n1x1 0 --c1x1 2 --p1x1 0.812 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.278 --n2x1 2 --c2x1 2 --p2x1 0.513 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.849 --n3x1 0 --c3x1 4 --p3x1 6 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.357 --n3x3 0 --c3x3 4 --p3x3 5 --w3x3 1.02 ,50.851,2.08539e+25,49.384,2.02523e+25,47.0,46.0,46.0,45.0,40.0,44.0,50.0,42.0,39.0,35.0,44.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 2 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.517 --n1x1 0 --c1x1 2 --p1x1 0.698 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.584 --n2x1 2 --c2x1 2 --p2x1 0.708 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.876 --n3x1 0 --c3x1 4 --p3x1 10 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.087 --n3x3 0 --c3x3 4 --p3x3 5 --w3x3 1.02 ,53.128,2.57573e+21,51.588,2.50107e+21,45.0,54.0,42.0,48.0,46.0,57.0,43.0,50.0,55.0,45.0,47.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 2 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.315 --n1x1 0 --c1x1 2 --p1x1 0.437 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.532 --n2x1 2 --c2x1 2 --p2x1 0.602 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.926 --n3x1 0 --c3x1 4 --p3x1 2 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.307 --n3x3 0 --c3x3 4 --p3x3 2 --w3x3 1.02 ,41.144,6.468,48.378,7.605,39.0,43.0,43.0,46.0,48.0,46.0,47.0,40.0,50.0,49.0,46.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 2 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.833 --n1x1 0 --c1x1 2 --p1x1 0.811 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.872 --n2x1 2 --c2x1 2 --p2x1 0.686 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.961 --n3x1 0 --c3x1 4 --p3x1 2 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.554 --n3x3 0 --c3x3 4 --p3x3 2 --w3x3 1.02 ,53.288,1.73481e+29,51.743,1.68451e+29,49.0,50.0,42.0,54.0,55.0,51.0,47.0,50.0,47.0,42.0,49.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 1 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.809 --n1x1 0 --c1x1 2 --p1x1 0.75 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.204 --n2x1 2 --c2x1 2 --p2x1 0.852 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.859 --n3x1 0 --c3x1 4 --p3x1 8 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.17 --n3x3 0 --c3x3 4 --p3x3 3 --w3x3 1.02 ,53.54,832828000000000.0,51.998,808841000000000.0,44.0,49.0,41.0,48.0,52.0,51.0,54.0,57.0,54.0,48.0,50.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 10 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.506 --n1x1 0 --c1x1 2 --p1x1 0.442 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.543 --n2x1 2 --c2x1 2 --p2x1 0.562 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.503 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.077 --n3x3 0 --c3x3 4 --p3x3 5 --w3x3 1.02 ,45.437,59.618,48.496,63.631,45.0,43.0,54.0,48.0,45.0,52.0,37.0,38.0,50.0,50.0,46.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 3 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.813 --n1x1 0 --c1x1 2 --p1x1 0.564 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.615 --n2x1 2 --c2x1 2 --p2x1 0.319 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.691 --n3x1 0 --c3x1 4 --p3x1 8 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.16 --n3x3 0 --c3x3 4 --p3x3 7 --w3x3 1.02 ,47.926,761659000000.0,46.553,739838000000.0,50.0,45.0,49.0,50.0,37.0,54.0,53.0,37.0,53.0,47.0,49.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 2 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.96 --n1x1 0 --c1x1 2 --p1x1 0.912 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.15 --n2x1 2 --c2x1 2 --p2x1 0.907 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.876 --n3x1 0 --c3x1 4 --p3x1 5 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.072 --n3x3 0 --c3x3 4 --p3x3 2 --w3x3 1.02 ,53.43,2.91356e+35,51.881,2.82906e+35,51.0,48.0,52.0,44.0,45.0,53.0,45.0,46.0,50.0,46.0,47.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 5 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.493 --n1x1 0 --c1x1 2 --p1x1 0.525 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.663 --n2x1 2 --c2x1 2 --p2x1 0.525 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.71 --n3x1 0 --c3x1 4 --p3x1 5 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.612 --n3x3 0 --c3x3 4 --p3x3 5 --w3x3 1.02 ,48.755,293365000.0,47.364,284995000.0,52.0,48.0,61.0,53.0,50.0,47.0,42.0,49.0,47.0,50.0,49.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 3 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.592 --n1x1 0 --c1x1 2 --p1x1 0.931 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.014 --n2x1 2 --c2x1 2 --p2x1 0.979 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.291 --n3x1 0 --c3x1 4 --p3x1 9 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.44 --n3x3 0 --c3x3 4 --p3x3 1 --w3x3 1.02 ,50.852,1.1077799999999999e+36,49.385,1.07583e+36,47.0,45.0,46.0,48.0,45.0,52.0,57.0,47.0,46.0,58.0,47.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 7 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.535 --n1x1 0 --c1x1 2 --p1x1 0.684 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.384 --n2x1 2 --c2x1 2 --p2x1 0.831 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.751 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.118 --n3x3 0 --c3x3 4 --p3x3 8 --w3x3 1.02 ,50.924,4.48345e+21,49.455,4.35412e+21,54.0,49.0,44.0,44.0,52.0,51.0,45.0,52.0,51.0,38.0,50.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 2 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.976 --n1x1 0 --c1x1 2 --p1x1 0.68 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.129 --n2x1 2 --c2x1 2 --p2x1 0.895 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.679 --n3x1 0 --c3x1 4 --p3x1 5 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.289 --n3x3 0 --c3x3 4 --p3x3 2 --w3x3 1.02 ,53.376,2.85174e+21,51.828,2.76905e+21,42.0,49.0,51.0,48.0,55.0,53.0,49.0,45.0,45.0,48.0,48.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 1 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.92 --n1x1 0 --c1x1 2 --p1x1 0.779 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.419 --n2x1 2 --c2x1 2 --p2x1 0.151 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.493 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.144 --n3x3 0 --c3x3 4 --p3x3 1 --w3x3 1.02 ,50.652,32489100000000.0,51.607,33101200000000.0,54.0,41.0,44.0,46.0,46.0,45.0,49.0,49.0,49.0,46.0,46.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 3 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.792 --n1x1 0 --c1x1 2 --p1x1 0.824 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.09 --n2x1 2 --c2x1 2 --p2x1 0.709 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.309 --n3x1 0 --c3x1 4 --p3x1 5 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.042 --n3x3 0 --c3x3 4 --p3x3 2 --w3x3 1.02 ,50.423,2.61739e+30,48.969,2.54196e+30,53.0,52.0,52.0,42.0,49.0,57.0,45.0,54.0,49.0,43.0,50.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 4 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.995 --n1x1 0 --c1x1 2 --p1x1 0.971 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.779 --n2x1 2 --c2x1 2 --p2x1 0.536 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.574 --n3x1 0 --c3x1 4 --p3x1 8 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.008 --n3x3 0 --c3x3 4 --p3x3 2 --w3x3 1.02 ,50.238,2.09296e+38,48.791,2.03267e+38,45.0,41.0,51.0,57.0,49.0,47.0,43.0,50.0,44.0,48.0,47.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 1 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.713 --n1x1 0 --c1x1 2 --p1x1 0.807 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.031 --n2x1 2 --c2x1 2 --p2x1 0.585 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.589 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.162 --n3x3 0 --c3x3 4 --p3x3 4 --w3x3 1.02 ,53.55,2.32013e+17,51.999,2.25294e+17,61.0,48.0,50.0,49.0,52.0,48.0,48.0,49.0,49.0,44.0,49.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 4 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.94 --n1x1 0 --c1x1 2 --p1x1 0.752 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.032 --n2x1 2 --c2x1 2 --p2x1 0.291 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.886 --n3x1 0 --c3x1 4 --p3x1 3 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.368 --n3x3 0 --c3x3 4 --p3x3 6 --w3x3 1.02 ,48.091,4.29437e+25,46.712,4.17127e+25,50.0,52.0,48.0,52.0,53.0,61.0,45.0,44.0,49.0,47.0,49.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 3 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.95 --n1x1 0 --c1x1 2 --p1x1 0.691 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.188 --n2x1 2 --c2x1 2 --p2x1 0.806 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.558 --n3x1 0 --c3x1 4 --p3x1 4 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.248 --n3x3 0 --c3x3 4 --p3x3 3 --w3x3 1.02 ,51.628,6.75829e+22,50.137,6.56305e+22,48.0,48.0,44.0,45.0,49.0,53.0,54.0,49.0,42.0,41.0,48.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 6 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.666 --n1x1 0 --c1x1 2 --p1x1 0.868 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.596 --n2x1 2 --c2x1 2 --p2x1 0.444 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.959 --n3x1 0 --c3x1 4 --p3x1 3 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.012 --n3x3 0 --c3x3 4 --p3x3 1 --w3x3 1.02 ,48.8,1.94596e+32,47.399,1.89009e+32,50.0,42.0,50.0,55.0,56.0,54.0,41.0,50.0,47.0,54.0,50.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 2 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.835 --n1x1 0 --c1x1 2 --p1x1 0.957 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.204 --n2x1 2 --c2x1 2 --p2x1 0.64 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.811 --n3x1 0 --c3x1 4 --p3x1 10 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.399 --n3x3 0 --c3x3 4 --p3x3 7 --w3x3 1.02 ,53.294,9.040489999999999e+36,51.749,8.77838e+36,56.0,40.0,48.0,45.0,48.0,51.0,52.0,50.0,51.0,52.0,50.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 1 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.709 --n1x1 0 --c1x1 2 --p1x1 0.888 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.294 --n2x1 2 --c2x1 2 --p2x1 0.78 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.893 --n3x1 0 --c3x1 4 --p3x1 9 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.04 --n3x3 0 --c3x3 4 --p3x3 3 --w3x3 1.02 ,53.553,3.58209e+22,52.0,3.47818e+22,52.0,45.0,45.0,46.0,54.0,46.0,43.0,50.0,46.0,52.0,46.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 7 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.937 --n1x1 0 --c1x1 2 --p1x1 0.89 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.392 --n2x1 2 --c2x1 2 --p2x1 0.882 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.188 --n3x1 0 --c3x1 4 --p3x1 3 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.193 --n3x3 0 --c3x3 4 --p3x3 2 --w3x3 1.02 ,51.226,3.9647299999999995e+34,49.747,3.8502799999999995e+34,47.0,47.0,46.0,61.0,52.0,50.0,53.0,53.0,46.0,46.0,48.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 3 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.801 --n1x1 0 --c1x1 2 --p1x1 0.782 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.452 --n2x1 2 --c2x1 2 --p2x1 0.974 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.571 --n3x1 0 --c3x1 4 --p3x1 8 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.506 --n3x3 0 --c3x3 4 --p3x3 1 --w3x3 1.02 ,51.654,3.24812e+28,50.162,3.1542699999999996e+28,54.0,47.0,49.0,50.0,52.0,54.0,52.0,52.0,51.0,50.0,51.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 1 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.866 --n1x1 0 --c1x1 2 --p1x1 0.97 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.135 --n2x1 2 --c2x1 2 --p2x1 0.703 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.609 --n3x1 0 --c3x1 4 --p3x1 6 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.443 --n3x3 0 --c3x3 4 --p3x3 4 --w3x3 1.02 ,53.553,5.55622e+26,52.0,5.39505e+26,49.0,43.0,48.0,52.0,46.0,52.0,53.0,47.0,46.0,56.0,48.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 2 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.659 --n1x1 0 --c1x1 2 --p1x1 0.83 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.145 --n2x1 2 --c2x1 2 --p2x1 0.658 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.018 --n3x1 0 --c3x1 4 --p3x1 8 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.206 --n3x3 0 --c3x3 4 --p3x3 3 --w3x3 1.02 ,52.834,1.77255e+29,51.304,1.7212e+29,58.0,51.0,48.0,47.0,47.0,46.0,47.0,50.0,51.0,47.0,47.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 5 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.911 --n1x1 0 --c1x1 2 --p1x1 0.629 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.443 --n2x1 2 --c2x1 2 --p2x1 0.62 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.507 --n3x1 0 --c3x1 4 --p3x1 5 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.097 --n3x3 0 --c3x3 4 --p3x3 2 --w3x3 1.02 ,50.134,8.31776e+17,48.69,8.07824e+17,43.0,49.0,47.0,48.0,50.0,47.0,43.0,43.0,56.0,44.0,47.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 3 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.529 --n1x1 0 --c1x1 2 --p1x1 0.904 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.137 --n2x1 2 --c2x1 2 --p2x1 0.605 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.95 --n3x1 0 --c3x1 4 --p3x1 4 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.393 --n3x3 0 --c3x3 4 --p3x3 5 --w3x3 1.02 ,50.389,2.2571e+34,48.937,2.1920599999999997e+34,51.0,50.0,52.0,50.0,43.0,47.0,53.0,50.0,44.0,45.0,50.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 4 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.398 --n1x1 0 --c1x1 2 --p1x1 0.61 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.328 --n2x1 2 --c2x1 2 --p2x1 0.897 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.675 --n3x1 0 --c3x1 4 --p3x1 5 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.138 --n3x3 0 --c3x3 4 --p3x3 3 --w3x3 1.02 ,50.393,6880440000000000.0,48.941,6682190000000000.0,44.0,47.0,50.0,39.0,55.0,44.0,53.0,50.0,54.0,43.0,48.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 2 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.795 --n1x1 0 --c1x1 2 --p1x1 0.632 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.301 --n2x1 2 --c2x1 2 --p2x1 0.849 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.254 --n3x1 0 --c3x1 4 --p3x1 6 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.031 --n3x3 0 --c3x3 4 --p3x3 5 --w3x3 1.02 ,53.221,2.22502e+17,51.678,2.16052e+17,59.0,49.0,45.0,49.0,43.0,53.0,48.0,46.0,51.0,48.0,48.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 3 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.572 --n1x1 0 --c1x1 2 --p1x1 0.5 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.829 --n2x1 2 --c2x1 2 --p2x1 0.56 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.665 --n3x1 0 --c3x1 4 --p3x1 8 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.354 --n3x3 0 --c3x3 4 --p3x3 4 --w3x3 1.02 ,49.369,2641460.0,48.006,2568570.0,54.0,50.0,51.0,40.0,51.0,50.0,49.0,56.0,57.0,50.0,50.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 1 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.593 --n1x1 0 --c1x1 2 --p1x1 0.784 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.02 --n2x1 2 --c2x1 2 --p2x1 0.499 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.78 --n3x1 0 --c3x1 4 --p3x1 5 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.1 --n3x3 0 --c3x3 4 --p3x3 6 --w3x3 1.02 ,53.511,3453950000000000.0,51.994,3356010000000000.0,44.0,47.0,51.0,42.0,51.0,54.0,43.0,52.0,44.0,44.0,45.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 2 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.927 --n1x1 0 --c1x1 2 --p1x1 0.509 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.186 --n2x1 2 --c2x1 2 --p2x1 0.723 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.555 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.195 --n3x3 0 --c3x3 4 --p3x3 6 --w3x3 1.02 ,53.165,21608600.0,51.636,20987100.0,55.0,52.0,41.0,49.0,54.0,52.0,45.0,47.0,51.0,46.0,50.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 1 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.747 --n1x1 0 --c1x1 2 --p1x1 0.34 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.526 --n2x1 2 --c2x1 2 --p2x1 0.917 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.302 --n3x1 0 --c3x1 4 --p3x1 6 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.347 --n3x3 0 --c3x3 4 --p3x3 1 --w3x3 1.02 ,47.809,0.119,46.506,0.116,54.0,43.0,46.0,51.0,52.0,48.0,45.0,48.0,52.0,50.0,49.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 1 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.503 --n1x1 0 --c1x1 2 --p1x1 0.67 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.503 --n2x1 2 --c2x1 2 --p2x1 0.303 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.469 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.314 --n3x3 0 --c3x3 4 --p3x3 7 --w3x3 1.02 ,24.514,250400000.0,48.099,491317000.0,46.0,46.0,45.0,53.0,49.0,52.0,47.0,52.0,50.0,51.0,49.5
